Serie,dateprel,geno,bac,trait,ST,idepi,niveau,idepillet,dateflo,grain,pfmg,psmg,volmm3,qteaumg,teneaupct,temp,daa,msumtpgr
1,21/01/2016,49,2,11,216,252,2,9,14/01/2016,2,30.134,,40.93581308,,,36,7,210.3
1,21/01/2016,49,2,11,216,252,2,10,14/01/2016,1,33.622,7.24,45.83120512,26.382,78.46648028,36,7,210.3
1,21/01/2016,49,2,11,216,252,2,10,14/01/2016,2,33.927,,44.53424671,,,36,7,210.3
1,29/01/2016,49,2,11,504,253,2,8,12/01/2016,1,44.545,14.22,46.96531068,30.325,68.07722528,36,17,501.3
1,29/01/2016,49,2,11,504,253,2,9,12/01/2016,1,45.829,15.148,48.45185267,30.681,66.94669314,36,17,501.3
1,29/01/2016,49,2,11,504,253,2,9,12/01/2016,2,47.092,,49.7170161,,,36,17,501.3
1,18/01/2016,49,2,11,144,255,2,10,13/01/2016,1,22.399,5.511,28.4765891,16.888,75.39622305,36,5,141
1,18/01/2016,49,2,11,144,255,2,10,13/01/2016,2,22.428,,31.50959266,,,36,5,141
1,18/01/2016,49,2,11,144,255,2,11,13/01/2016,1,23.677,5.476,27.7536348,18.201,76.87206994,36,5,141
1,18/01/2016,49,2,11,144,255,2,11,13/01/2016,2,22.628,,31.91012136,,,36,5,141
1,14/01/2016,49,2,11,0,245,2,9,14/01/2016,2,2.901,,7.755891311,,,36,0,0
5,27/06/2016,49,9,51,0,1136,2,13,27/06/2016,1,2.889,0.581,18.08089216,2.308,79.88923503,15,0,0
4,10/05/2016,49,7,40,0,822,2,12,10/05/2016,1,2.882,0.552,9.239740301,2.33,80.84663428,19,0,0
5,27/06/2016,49,9,51,0,1152,2,12,27/06/2016,2,2.856,,15.0391624,,,15,0,0
2,16/03/2016,49,3,20,500,257,2,11,19/02/2016,1,57.86,27.826,54.40445656,30.034,51.90805392,19,26,503.9
2,16/03/2016,49,3,20,500,257,2,11,19/02/2016,2,57.46,,56.30811157,,,19,26,503.9
2,16/03/2016,49,3,20,500,257,2,12,19/02/2016,1,55.746,27.063,54.49062199,28.683,51.45301905,19,26,503.9
2,16/03/2016,49,3,20,500,257,2,12,19/02/2016,2,56.959,,55.60576307,,,19,26,503.9
2,23/03/2016,49,3,20,600,258,2,13,21/02/2016,1,67.038,34.156,63.90068932,32.882,49.04979266,19,31,601.9
2,23/03/2016,49,3,20,600,258,2,13,21/02/2016,2,64.269,,62.42886342,,,19,31,601.9
2,23/03/2016,49,3,20,600,258,2,14,21/02/2016,1,62.356,30.581,58.40814364,31.775,50.95740586,19,31,601.9
2,23/03/2016,49,3,20,600,258,2,14,21/02/2016,2,66.037,,64.30045688,,,19,31,601.9
2,24/02/2016,49,3,20,171,259,2,11,15/02/2016,1,34.937,8.665,40.34599165,26.272,75.19821393,19,9,174
2,24/02/2016,49,3,20,171,259,2,11,15/02/2016,2,31.336,,38.14122149,,,19,9,174
2,24/02/2016,49,3,20,171,259,2,12,15/02/2016,1,34.948,8.635,40.65752437,26.313,75.2918622,19,9,174
2,24/02/2016,49,3,20,171,259,2,12,15/02/2016,2,31.38,,38.48581074,,,19,9,174
2,03/03/2016,49,3,20,266,260,2,1,18/02/2016,1,52.889,16.596,57.72771439,36.293,68.62107433,19,14,273.7
2,03/03/2016,49,3,20,266,260,2,1,18/02/2016,2,48.025,,51.35281331,,,19,14,273.7
2,03/03/2016,49,3,20,266,260,2,12,18/02/2016,1,52.252,16.804,56.08791033,35.448,67.84046544,19,14,273.7
2,03/03/2016,49,3,20,266,260,2,12,18/02/2016,2,52.349,,55.9847339,,,19,14,273.7
2,26/02/2016,49,3,20,247,261,2,11,13/02/2016,1,39.015,12.05,42.82823628,26.965,69.11444316,19,13,252.8
2,26/02/2016,49,3,20,247,261,2,11,13/02/2016,2,41.619,,45.93755322,,,19,13,252.8
2,26/02/2016,49,3,20,247,261,2,12,13/02/2016,1,41.572,13.118,45.18927366,28.454,68.44510728,19,13,252.8
2,26/02/2016,49,3,20,247,261,2,12,13/02/2016,2,42.088,,47.30889822,,,19,13,252.8
2,26/02/2016,49,3,20,247,262,2,11,13/02/2016,1,38.203,10.883,41.01313246,27.32,71.51270843,19,13,252.8
2,26/02/2016,49,3,20,247,262,2,11,13/02/2016,2,39.764,,46.88417193,,,19,13,252.8
2,26/02/2016,49,3,20,247,262,2,12,13/02/2016,1,40.818,12.04,43.03158401,28.778,70.50320937,19,13,252.8
2,26/02/2016,49,3,20,247,262,2,12,13/02/2016,2,39.758,,45.67610614,,,19,13,252.8
2,24/02/2016,49,3,20,171,263,2,11,15/02/2016,1,26.744,5.963,36.54649451,20.781,77.70341011,19,9,174
2,24/02/2016,49,3,20,171,263,2,11,15/02/2016,2,27.525,,33.62249447,,,19,9,174
2,24/02/2016,49,3,20,171,263,2,12,15/02/2016,1,26.916,6.237,34.3146781,20.679,76.82790905,19,9,174
2,24/02/2016,49,3,20,171,263,2,12,15/02/2016,2,26.973,,33.4702341,,,19,9,174
2,24/02/2016,49,3,20,133,264,2,11,17/02/2016,1,18.324,4.061,24.5059051,14.263,77.83780834,19,7,135.4
2,24/02/2016,49,3,20,133,264,2,11,17/02/2016,2,15.138,,20.0122209,,,19,7,135.4
2,24/02/2016,49,3,20,133,264,2,12,17/02/2016,1,17.129,3.844,23.90988591,13.285,77.55852648,19,7,135.4
2,24/02/2016,49,3,20,133,264,2,12,17/02/2016,2,12.938,,20.21256348,,,19,7,135.4
4,10/05/2016,49,7,40,0,894,2,12,10/05/2016,1,2.842,0.504,13.10716576,2.338,82.26600985,19,0,0
1,14/01/2016,49,1,10,0,118,2,10,14/01/2016,2,2.823,,7.377164155,,,19,0,0
2,18/02/2016,49,4,21,0,397,2,12,18/02/2016,1,2.819,0.599,7.571948031,2.22,78.75133026,32,0,0
4,10/05/2016,49,7,40,0,860,2,14,10/05/2016,1,2.812,0.532,12.67633857,2.28,81.08108108,19,0,0
2,19/02/2016,49,3,20,38,266,2,11,17/02/2016,1,4.645,0.857,11.10632414,3.788,81.55005382,19,2,38
2,19/02/2016,49,3,20,38,266,2,11,17/02/2016,2,2.839,,12.00204392,,,19,2,38
2,19/02/2016,49,3,20,38,266,2,12,17/02/2016,1,5.853,1.15,11.91587849,4.703,80.35195626,19,2,38
2,19/02/2016,49,3,20,38,266,2,12,17/02/2016,2,3.269,,12.53306348,,,19,2,38
2,23/03/2016,49,3,20,700,267,2,11,16/02/2016,1,70.986,39.914,60.14147163,31.072,43.77201138,19,36,698.4
2,23/03/2016,49,3,20,700,267,2,11,16/02/2016,2,62.994,,60.65044886,,,19,36,698.4
2,23/03/2016,49,3,20,700,267,2,12,16/02/2016,1,73.097,39.394,68.86922892,33.703,46.10722738,19,36,698.4
2,23/03/2016,49,3,20,700,267,2,12,16/02/2016,2,68.436,,64.49983969,,,19,36,698.4
2,01/03/2016,49,3,20,228,268,2,11,18/02/2016,1,31.455,8.305,35.14138663,23.15,73.59720235,19,12,234.9
2,01/03/2016,49,3,20,228,268,2,11,18/02/2016,2,25.874,,29.0523491,,,19,12,234.9
2,01/03/2016,49,3,20,228,268,2,12,18/02/2016,1,34.317,9.101,37.10597989,25.216,73.47961652,19,12,234.9
2,01/03/2016,49,3,20,228,268,2,12,18/02/2016,2,28.387,,32.36972804,,,19,12,234.9
2,29/03/2016,49,3,20,800,271,2,12,17/02/2016,1,71.28,44.267,59.42161096,27.013,37.89702581,19,41,794.4
2,29/03/2016,49,3,20,800,271,2,12,17/02/2016,2,65.904,,60.04667982,,,19,41,794.4
2,29/03/2016,49,3,20,800,271,2,13,17/02/2016,1,64.072,39.182,59.11308337,24.89,38.84692221,19,41,794.4
2,29/03/2016,49,3,20,800,271,2,13,17/02/2016,2,70.424,,63.27219545,,,19,41,794.4
2,23/03/2016,49,3,20,600,274,2,13,21/02/2016,1,55.803,30.617,53.24523084,25.186,45.13377417,19,31,601.9
2,23/03/2016,49,3,20,600,274,2,13,21/02/2016,2,47.694,,47.32486374,,,19,31,601.9
2,23/03/2016,49,3,20,600,274,2,14,21/02/2016,1,54.029,29.704,48.66243187,24.325,45.02211775,19,31,601.9
2,23/03/2016,49,3,20,600,274,2,14,21/02/2016,2,54.83,,52.47074383,,,19,31,601.9
2,23/03/2016,49,3,20,700,275,2,12,16/02/2016,1,85.212,48.93,80.60676499,36.282,42.57851007,19,36,698.4
2,23/03/2016,49,3,20,700,275,2,12,16/02/2016,2,65.144,,61.70246874,,,19,36,698.4
2,23/03/2016,49,3,20,700,275,2,13,16/02/2016,1,84.485,47.763,78.87644277,36.722,43.46570397,19,36,698.4
2,23/03/2016,49,3,20,700,275,2,13,16/02/2016,2,87.182,,79.97555306,,,19,36,698.4
2,03/03/2016,49,3,20,266,276,2,12,18/02/2016,1,44.291,13.763,48.91464404,30.528,68.9259669,19,14,273.7
2,03/03/2016,49,3,20,266,276,2,12,18/02/2016,2,41.272,,45.79030142,,,19,14,273.7
2,03/03/2016,49,3,20,266,276,2,13,18/02/2016,1,44.943,14.734,48.26553406,30.209,67.2162517,19,14,273.7
2,03/03/2016,49,3,20,266,276,2,13,18/02/2016,2,46.646,,51.77453445,,,19,14,273.7
2,06/04/2016,49,3,20,900,277,2,13,19/02/2016,1,60.829,40.178,54.36195895,20.651,33.94926762,19,47,910.3
2,06/04/2016,49,3,20,900,277,2,13,19/02/2016,2,60.962,,54.89587194,,,19,47,910.3
2,06/04/2016,49,3,20,900,277,2,14,19/02/2016,1,57.271,41.087,49.19512366,16.184,28.25863002,19,47,910.3
2,06/04/2016,49,3,20,900,277,2,14,19/02/2016,2,55.905,,51.13243647,,,19,47,910.3
2,10/03/2016,49,3,20,300,280,2,13,24/02/2016,1,46.546,15.396,49.37042342,29.466,63.30511752,19,15,293.3
2,10/03/2016,49,3,20,300,280,2,13,24/02/2016,2,39.032,,43.04560799,,,19,15,293.3
2,10/03/2016,49,3,20,300,280,2,14,24/02/2016,1,48.606,15.921,50.03155396,29.744,61.19409126,19,15,293.3
2,10/03/2016,49,3,20,300,280,2,14,24/02/2016,2,40.486,,44.301756,,,19,15,293.3
2,10/03/2016,49,3,20,300,282,2,11,24/02/2016,1,50.19,17.424,51.81860982,29.322,58.42199641,19,15,293.3
2,10/03/2016,49,3,20,300,282,2,11,24/02/2016,2,39.034,,41.34469944,,,19,15,293.3
2,10/03/2016,49,3,20,300,282,2,12,24/02/2016,1,49.362,18.166,50.18782117,30.556,61.90186783,19,15,293.3
2,10/03/2016,49,3,20,300,282,2,12,24/02/2016,2,41.401,,44.41695299,,,19,15,293.3
2,06/04/2016,49,3,20,900,284,2,11,19/02/2016,1,72.736,43.001,65.68832704,29.735,40.88071931,19,47,910.3
2,06/04/2016,49,3,20,900,284,2,11,19/02/2016,2,70.271,,62.7182482,,,19,47,910.3
2,06/04/2016,49,3,20,900,284,2,12,19/02/2016,1,70.911,43.427,61.85677509,27.484,38.75844368,19,47,910.3
2,06/04/2016,49,3,20,900,284,2,12,19/02/2016,2,68.276,,61.52120125,,,19,47,910.3
2,01/03/2016,49,3,20,228,287,2,10,18/02/2016,1,35.567,10.239,38.6580286,25.328,71.21207861,19,12,234.9
2,01/03/2016,49,3,20,228,287,2,10,18/02/2016,2,34.866,,38.75715945,,,19,12,234.9
2,01/03/2016,49,3,20,228,287,2,11,18/02/2016,1,40.639,11.099,43.63660031,29.54,72.68879648,19,12,234.9
2,01/03/2016,49,3,20,228,287,2,11,18/02/2016,2,35.751,,38.54187528,,,19,12,234.9
2,23/03/2016,49,3,20,600,288,2,11,21/02/2016,1,70.166,34.551,66.93451427,35.615,50.75820198,19,31,601.9
2,23/03/2016,49,3,20,600,288,2,11,21/02/2016,2,69.16,,66.42754088,,,19,31,601.9
2,23/03/2016,49,3,20,600,288,2,12,21/02/2016,1,68.106,35.483,64.97074383,32.623,47.90033184,19,31,601.9
2,23/03/2016,49,3,20,600,288,2,12,21/02/2016,2,66.837,,64.60103399,,,19,31,601.9
2,24/02/2016,49,3,20,171,291,2,10,15/02/2016,1,29.171,6.869,36.77388334,22.302,76.45264132,19,9,174
2,24/02/2016,49,3,20,171,291,2,10,15/02/2016,2,23.712,,31.40570375,,,19,9,174
2,24/02/2016,49,3,20,171,291,2,11,15/02/2016,1,27.394,6.511,34.69332559,20.883,76.23202161,19,9,174
2,24/02/2016,49,3,20,171,291,2,11,15/02/2016,2,25.121,,32.4164321,,,19,9,174
2,19/02/2016,49,3,20,38,292,2,10,17/02/2016,1,3.536,0.705,10.79672972,2.831,80.0622172,19,2,38
2,19/02/2016,49,3,20,38,292,2,10,17/02/2016,2,2.462,,11.32374158,,,19,2,38
2,19/02/2016,49,3,20,38,292,2,11,17/02/2016,1,4.07,0.745,12.83464251,3.325,81.6953317,19,2,38
2,19/02/2016,49,3,20,38,292,2,11,17/02/2016,2,1.763,,10.12243508,,,19,2,38
5,28/06/2016,49,10,50,0,1201,2,13,28/06/2016,1,2.791,0.594,13.16879444,2.197,78.71730563,19,0,0
3,25/03/2016,49,6,31,0,651,2,12,25/03/2016,2,2.773,,10.73360853,,,29,0,0
1,14/01/2016,49,2,11,0,230,2,10,14/01/2016,1,2.727,0.511,5.477516832,2.216,81.26145948,36,0,0
3,25/03/2016,49,5,30,0,589,2,12,25/03/2016,1,2.712,0.576,14.8805707,2.136,78.76106195,19,0,0
2,16/03/2016,49,3,20,500,295,2,11,19/02/2016,1,60.469,27.296,57.82001443,33.173,54.85951479,19,26,503.9
2,16/03/2016,49,3,20,500,295,2,11,19/02/2016,2,63.273,,61.13037031,,,19,26,503.9
2,16/03/2016,49,3,20,500,295,2,12,19/02/2016,1,69.133,34.262,58.88606124,34.871,50.44045535,19,26,503.9
2,16/03/2016,49,3,20,500,295,2,12,19/02/2016,2,65.474,,63.63618147,,,19,26,503.9
2,03/03/2016,49,3,20,266,296,2,11,18/02/2016,1,43.429,13.789,47.34996845,29.64,68.24932649,19,14,273.7
2,03/03/2016,49,3,20,266,296,2,11,18/02/2016,2,34.227,,40.03546064,,,19,14,273.7
2,03/03/2016,49,3,20,266,296,2,12,18/02/2016,1,46.942,14.828,48.36470364,32.114,68.412083,19,14,273.7
2,03/03/2016,49,3,20,266,296,2,12,18/02/2016,2,42.856,,47.67752857,,,19,14,273.7
2,29/03/2016,49,3,20,800,297,2,12,17/02/2016,1,74.242,40.392,68.59930481,33.85,45.59413809,19,41,794.4
2,29/03/2016,49,3,20,800,297,2,12,17/02/2016,2,63.92,,59.86236464,,,19,41,794.4
2,29/03/2016,49,3,20,800,297,2,13,17/02/2016,1,66.78,38.529,61.22469423,28.251,42.30458221,19,41,794.4
2,29/03/2016,49,3,20,800,297,2,13,17/02/2016,2,61.801,,59.64298951,,,19,41,794.4
2,23/03/2016,49,3,20,700,299,2,11,16/02/2016,1,73.48,39.777,71.35700545,33.703,45.86690256,19,36,698.4
2,23/03/2016,49,3,20,700,299,2,11,16/02/2016,2,74.32,,68.89227316,,,19,36,698.4
2,23/03/2016,49,3,20,700,299,2,12,16/02/2016,1,69.063,33.583,68.63477878,35.48,51.37338372,19,36,698.4
2,23/03/2016,49,3,20,700,299,2,12,16/02/2016,2,78.07,,73.3508336,,,19,36,698.4
2,01/03/2016,49,3,20,228,300,2,13,18/02/2016,1,40.036,10.48,43.23306765,29.556,73.8235588,19,12,234.9
2,01/03/2016,49,3,20,228,300,2,13,18/02/2016,2,33.497,,39.38899347,,,19,12,234.9
2,01/03/2016,49,3,20,228,300,2,14,18/02/2016,1,39.67,10.541,43.26711259,29.129,73.42828334,19,12,234.9
2,01/03/2016,49,3,20,228,300,2,14,18/02/2016,2,36.19,,42.78647815,,,19,12,234.9
2,19/02/2016,49,3,20,38,301,2,12,17/02/2016,1,7.308,1.363,15.47771722,5.945,81.34920635,19,2,38
2,19/02/2016,49,3,20,38,301,2,12,17/02/2016,2,5.736,,16.50769477,,,19,2,38
2,19/02/2016,49,3,20,38,301,2,13,17/02/2016,1,7.194,0.335,17.3673453,6.859,95.34334167,19,2,38
2,19/02/2016,49,3,20,38,301,2,13,17/02/2016,2,5.413,,16.08388105,,,19,2,38
2,10/03/2016,49,3,20,400,302,2,11,24/02/2016,1,66.976,26.375,65.02719651,40.601,60.62022217,19,15,409.4
2,10/03/2016,49,3,20,300,302,2,11,24/02/2016,2,67.61,,67.0646806,,,19,15,409.4
2,10/03/2016,49,3,20,400,302,2,12,18/02/2016,1,72.137,27.95,70.39737952,44.187,61.25428005,19,21,409.4
2,10/03/2016,49,3,20,400,302,2,12,18/02/2016,2,69.037,,67.7929259,,,19,21,409.4
4,11/05/2016,49,8,41,0,947,2,14,11/05/2016,2,2.695,,12.26123905,,,24,0,0
1,14/01/2016,49,1,10,0,23,2,10,14/01/2016,1,2.667,0.548,6.719902212,2.119,79.45256843,19,0,0
1,14/01/2016,49,1,10,0,83,2,10,14/01/2016,2,2.664,,6.716896441,,,19,0,0
1,14/01/2016,49,1,10,0,118,2,9,14/01/2016,1,2.663,0.637,6.916279256,2.026,76.07960946,19,0,0
2,01/03/2016,49,3,20,228,304,2,11,18/02/2016,1,52.728,13.564,57.54395803,39.164,74.27552723,19,12,234.9
2,01/03/2016,49,3,20,228,304,2,11,18/02/2016,2,49.672,,53.78299355,,,19,12,234.9
2,01/03/2016,49,3,20,228,304,2,12,18/02/2016,1,49.979,13.598,53.99026715,36.381,72.79257288,19,12,234.9
2,01/03/2016,49,3,20,228,304,2,12,18/02/2016,2,46.923,,49.72864181,,,19,12,234.9
2,24/02/2016,49,3,20,171,307,2,10,15/02/2016,1,30.657,7.384,38.16225746,23.273,75.91414685,19,9,174
2,24/02/2016,49,3,20,171,307,2,10,15/02/2016,2,27.749,,34.94876238,,,19,9,174
2,24/02/2016,49,3,20,171,307,2,11,15/02/2016,1,34.379,8.132,42.19114686,26.247,76.34602519,19,9,174
2,24/02/2016,49,3,20,171,307,2,11,15/02/2016,2,29.123,,36.82597241,,,19,9,174
2,24/02/2016,49,3,20,133,308,2,11,17/02/2016,1,15.076,3.3,22.15388314,11.776,78.11090475,19,7,135.4
2,24/02/2016,49,3,20,133,308,2,11,17/02/2016,2,9.549,,16.01638802,,,19,7,135.4
2,24/02/2016,49,3,20,133,308,2,12,17/02/2016,1,16.762,3.741,24.54397019,13.021,77.6816609,19,7,135.4
2,24/02/2016,49,3,20,133,308,2,12,17/02/2016,2,11.148,,19.72172415,,,19,7,135.4
2,29/03/2016,49,3,20,800,311,2,13,17/02/2016,1,67.389,41.949,60.4323393,25.44,37.75096826,19,41,794.4
2,29/03/2016,49,3,20,800,311,2,13,17/02/2016,2,58.282,,53.71385069,,,19,41,794.4
2,29/03/2016,49,3,20,800,311,2,14,17/02/2016,1,63.738,40.379,57.97714091,23.359,36.64846716,19,41,794.4
2,29/03/2016,49,3,20,800,311,2,14,17/02/2016,2,55.683,,51.81159783,,,19,41,794.4
2,03/03/2016,49,3,20,266,313,2,11,18/02/2016,1,51.378,15.308,54.91189935,36.07,70.20514617,19,14,273.7
2,03/03/2016,49,3,20,266,313,2,11,18/02/2016,2,47.17,,50.19583488,,,19,14,273.7
2,03/03/2016,49,3,20,266,313,2,12,18/02/2016,1,52.499,16.982,54.63242144,35.517,67.6527172,19,14,273.7
2,03/03/2016,49,3,20,266,313,2,12,18/02/2016,2,50.906,,55.0401186,,,19,14,273.7
2,19/02/2016,49,3,20,38,315,2,11,17/02/2016,1,7.468,1.461,17.34129529,6.007,80.43652919,19,2,38
2,19/02/2016,49,3,20,38,315,2,11,17/02/2016,2,3.231,,11.89383617,,,19,2,38
2,19/02/2016,49,3,20,38,315,2,12,17/02/2016,1,8.444,1.577,15.51378647,6.867,81.32401705,19,2,38
2,19/02/2016,49,3,20,38,315,2,12,17/02/2016,2,4.895,,14.86353799,,,19,2,38
2,29/03/2016,49,3,20,800,316,2,12,17/02/2016,1,65.112,38.506,59.35349448,26.606,40.8618995,19,41,794.4
2,29/03/2016,49,3,20,800,316,2,12,17/02/2016,2,62.385,,57.32302237,,,19,41,794.4
2,29/03/2016,49,3,20,800,316,2,13,17/02/2016,1,65.417,41.985,58.95781787,23.432,35.81943532,19,41,794.4
2,29/03/2016,49,3,20,800,316,2,13,17/02/2016,2,64.827,,57.26492302,,,19,41,794.4
2,06/04/2016,49,3,20,900,317,2,11,19/02/2016,1,70.298,39.968,64.54837773,30.33,43.14489744,19,47,910.3
2,06/04/2016,49,3,20,900,317,2,11,19/02/2016,2,76.417,,67.17186389,,,19,47,910.3
2,06/04/2016,49,3,20,900,317,2,12,19/02/2016,1,69.511,44.232,62.25746026,25.279,36.36690596,19,47,910.3
2,06/04/2016,49,3,20,900,317,2,12,19/02/2016,2,66.032,,58.67232968,,,19,47,910.3
2,10/03/2016,49,3,20,300,318,2,11,24/02/2016,1,47.266,16.002,49.89131415,31.264,66.14479753,19,15,293.3
2,10/03/2016,49,3,20,300,318,2,11,24/02/2016,2,44.413,,47.53428363,,,19,15,293.3
2,10/03/2016,49,3,20,300,318,2,12,24/02/2016,1,44.898,17.108,47.01840147,27.79,61.89585282,19,15,293.3
2,10/03/2016,49,3,20,300,318,2,12,24/02/2016,2,44.128,,47.04845285,,,19,15,293.3
2,19/02/2016,49,3,20,38,319,2,11,17/02/2016,1,6.102,1.129,13.86862777,4.973,81.49786955,19,2,38
2,19/02/2016,49,3,20,38,319,2,11,17/02/2016,2,3.12,,12.68435396,,,19,2,38
2,19/02/2016,49,3,20,38,319,2,12,17/02/2016,1,5.668,1.05,13.83456236,4.618,81.47494707,19,2,38
2,19/02/2016,49,3,20,38,319,2,12,17/02/2016,2,3.596,,13.56203912,,,19,2,38
2,06/04/2016,49,3,20,900,320,2,12,19/02/2016,1,45.73,40.674,39.43743802,5.056,11.05619943,19,47,910.3
2,06/04/2016,49,3,20,900,320,2,12,19/02/2016,2,49.72,,44.23564295,,,19,47,910.3
2,06/04/2016,49,3,20,900,320,2,13,19/02/2016,1,47.398,41.995,43.41223492,5.403,11.39921516,19,47,910.3
2,06/04/2016,49,3,20,900,320,2,13,19/02/2016,2,44.29,,40.09856855,,,19,47,910.3
2,24/02/2016,49,3,20,133,321,2,11,17/02/2016,1,22.583,5.099,27.67031624,17.484,77.42106895,19,7,135.4
2,24/02/2016,49,3,20,133,321,2,11,17/02/2016,2,18.026,,22.30414008,,,19,7,135.4
2,24/02/2016,49,3,20,133,321,2,12,17/02/2016,1,23.08,5.312,29.47039437,17.768,76.98440208,19,7,135.4
2,24/02/2016,49,3,20,133,321,2,12,17/02/2016,2,19.601,,24.58303699,,,19,7,135.4
2,29/03/2016,49,3,20,800,322,2,11,17/02/2016,1,52.781,36.267,49.30531208,16.514,31.28777401,19,41,794.4
2,29/03/2016,49,3,20,800,322,2,11,17/02/2016,2,55.747,,50.37313807,,,19,41,794.4
2,29/03/2016,49,3,20,800,322,2,12,17/02/2016,1,64.356,36.551,61.70150958,27.805,43.20498477,19,41,794.4
2,29/03/2016,49,3,20,800,322,2,12,17/02/2016,2,55.765,,51.29271054,,,19,41,794.4
2,19/02/2016,49,3,20,38,323,2,11,17/02/2016,1,5.387,0.989,14.45475313,4.398,81.64098756,19,2,38
2,19/02/2016,49,3,20,38,323,2,11,17/02/2016,2,2.545,,10.80574703,,,19,2,38
2,19/02/2016,49,3,20,38,323,2,12,17/02/2016,1,5.584,1.035,13.34963129,4.549,81.46489971,19,2,38
2,19/02/2016,49,3,20,38,323,2,12,17/02/2016,2,2.761,,13.32658705,,,19,2,38
2,23/03/2016,49,3,20,600,324,2,11,21/02/2016,1,68.559,33.361,67.72903976,35.198,51.33972199,19,31,601.9
2,23/03/2016,49,3,20,600,324,2,11,21/02/2016,2,67.02,,65.38554024,,,19,31,601.9
2,23/03/2016,49,3,20,600,324,2,12,21/02/2016,1,66.356,33.937,65.62199423,32.419,48.85616975,19,31,601.9
2,23/03/2016,49,3,20,600,324,2,12,21/02/2016,2,69.861,,66.72911991,,,19,31,601.9
2,24/02/2016,49,3,20,133,325,2,10,17/02/2016,1,16.082,3.987,22.05972213,12.095,75.20830742,19,7,135.4
2,24/02/2016,49,3,20,133,325,2,10,17/02/2016,2,11.889,,21.36553507,,,19,7,135.4
2,24/02/2016,49,3,20,133,325,2,11,17/02/2016,1,16.817,3.819,23.59735147,12.998,77.29083665,19,7,135.4
2,24/02/2016,49,3,20,133,325,2,11,17/02/2016,2,11.915,,22.49346382,,,19,7,135.4
2,16/03/2016,49,3,20,500,326,2,12,19/02/2016,1,58.592,28.789,51.02997756,29.803,50.86530584,19,26,503.9
2,16/03/2016,49,3,20,500,326,2,12,19/02/2016,2,53.24,,52.88153254,,,19,26,503.9
2,16/03/2016,49,3,20,500,326,2,13,19/02/2016,1,59.332,29.182,55.37832639,30.15,50.81574867,19,26,503.9
2,16/03/2016,49,3,20,500,326,2,13,19/02/2016,2,61.201,,60.65746233,,,19,26,503.9
2,01/03/2016,49,3,20,228,327,2,11,18/02/2016,1,41.919,11.557,44.41763127,30.362,72.43016293,19,12,234.9
2,01/03/2016,49,3,20,228,327,2,11,18/02/2016,2,34.215,,37.3042416,,,19,12,234.9
2,01/03/2016,49,3,20,228,327,2,12,18/02/2016,1,41.508,11.898,34.99419233,29.61,71.33564614,19,12,234.9
2,01/03/2016,49,3,20,228,327,2,12,18/02/2016,2,32.876,,35.46281091,,,19,12,234.9
2,06/04/2016,49,3,20,900,328,2,11,19/02/2016,1,40.488,27.865,37.5922828,12.623,31.17713891,19,47,910.3
2,06/04/2016,49,3,20,900,328,2,11,19/02/2016,2,51.665,,47.88688658,,,19,47,910.3
2,06/04/2016,49,3,20,900,328,2,12,19/02/2016,1,53.27,36.599,47.59138126,16.671,31.29528816,19,47,910.3
2,06/04/2016,49,3,20,900,328,2,12,19/02/2016,2,52.126,,48.24850494,,,19,47,910.3
2,24/02/2016,49,3,20,171,329,2,11,15/02/2016,1,33.738,7.987,39.34528043,25.751,76.32639753,19,9,174
2,24/02/2016,49,3,20,171,329,2,11,15/02/2016,2,27.942,,34.74140781,,,19,9,174
2,24/02/2016,49,3,20,171,329,2,12,15/02/2016,1,31.631,7.541,38.73724068,24.09,76.15946382,19,9,174
2,24/02/2016,49,3,20,171,329,2,12,15/02/2016,2,23.792,,29.78292881,,,19,9,174
2,10/03/2016,49,3,20,400,330,2,11,18/02/2016,1,61.498,27.43,58.83861403,34.068,55.39692348,19,21,409.4
2,10/03/2016,49,3,20,400,330,2,11,18/02/2016,2,48.692,,50.91907161,,,19,21,409.4
2,10/03/2016,49,3,20,400,330,2,12,18/02/2016,1,65.84,30.184,64.0895932,35.656,54.15552855,19,21,409.4
2,10/03/2016,49,3,20,400,330,2,12,18/02/2016,2,66.937,,65.98984263,,,19,21,409.4
2,29/03/2016,49,3,20,800,336,2,11,17/02/2016,1,65.639,37.452,60.48242495,28.187,42.94245799,19,41,794.4
2,29/03/2016,49,3,20,800,336,2,11,17/02/2016,2,56.218,,51.54614391,,,19,41,794.4
2,29/03/2016,49,3,20,800,336,2,12,17/02/2016,1,56.884,38.938,52.71414118,17.946,31.54841432,19,41,794.4
2,29/03/2016,49,3,20,800,336,2,12,17/02/2016,2,53.277,,48.49993489,,,19,41,794.4
2,26/02/2016,49,3,20,247,337,2,12,13/02/2016,1,38.165,10.579,40.37403961,27.586,72.28088563,19,13,252.8
2,26/02/2016,49,3,20,247,337,2,12,13/02/2016,2,41.526,,46.54559296,,,19,13,252.8
2,26/02/2016,49,3,20,247,337,2,13,13/02/2016,1,48.909,13.45,54.34192469,35.459,72.49994889,19,13,252.8
2,26/02/2016,49,3,20,247,337,2,13,13/02/2016,2,36.558,,41.86959701,,,19,13,252.8
2,01/03/2016,49,3,20,228,338,2,11,18/02/2016,1,34.483,9.856,37.47246365,24.627,71.41780008,19,12,234.9
