Serie,dateprel,geno,bac,trait,ST,idepi,niveau,idepillet,dateflo,grain,pfmg,psmg,volmm3,qteaumg,teneaupct,temp,daa,msumtpgr
1,28/01/2016,49,1,10,304,1,2,8,12/01/2016,1,55.873,20.035,58.11237216,35.838,64.14189322,19,16,308.8
1,28/01/2016,49,1,10,304,1,2,8,12/01/2016,2,54.073,,56.50963147,,,19,16,308.8
1,28/01/2016,49,1,10,304,1,2,9,12/01/2016,1,59.799,21.116,62.04509712,38.683,64.68837272,19,16,308.8
1,28/01/2016,49,1,10,304,1,2,9,12/01/2016,2,58.013,,60.35620912,,,19,16,308.8
1,02/02/2016,49,1,10,400,3,2,8,12/01/2016,1,59.969,25.778,60.72559314,34.191,57.01445747,19,21,403.8
1,02/02/2016,49,1,10,400,3,2,8,12/01/2016,2,57.669,,58.62155338,,,19,21,403.8
1,02/02/2016,49,1,10,400,3,2,9,12/01/2016,1,62.503,26.898,63.06408304,35.605,56.96526567,19,21,403.8
1,02/02/2016,49,1,10,400,3,2,9,12/01/2016,2,55.514,,57.16375441,,,19,21,403.8
1,18/01/2016,49,1,10,95,5,2,9,13/01/2016,1,18.778,4.642,23.34882044,14.136,75.27958249,19,5,95
1,18/01/2016,49,1,10,95,5,2,9,13/01/2016,2,16.592,,20.05847719,,,19,5,95
1,18/01/2016,49,1,10,95,5,2,10,13/01/2016,1,19.082,4.561,22.45163616,14.521,76.0978933,19,5,95
1,18/01/2016,49,1,10,95,5,2,10,13/01/2016,2,16.038,,19.30348059,,,19,5,95
1,25/02/2016,49,1,10,800,6,2,10,15/01/2016,1,56.296,46.285,52.92650432,10.011,17.78279096,19,41,807.7
1,25/02/2016,49,1,10,800,6,2,10,15/01/2016,2,54.843,,51.77152932,,,19,41,807.7
1,25/02/2016,49,1,10,800,6,2,11,15/01/2016,1,52.853,44.011,50.47931964,8.842,16.72941933,19,41,807.7
1,25/02/2016,49,1,10,800,6,2,11,15/01/2016,2,52.735,,49.65991846,,,19,41,807.7
1,25/01/2016,49,1,10,209,7,2,10,14/01/2016,1,44.039,11.518,50.37572139,32.521,73.84590931,19,11,213.2
1,25/01/2016,49,1,10,209,7,2,10,14/01/2016,2,43.336,,50.87367746,,,19,11,213.2
1,25/01/2016,49,1,10,209,7,2,11,14/01/2016,1,44.983,11.79,53.62596185,33.193,73.79009848,19,11,213.2
1,25/01/2016,49,1,10,209,7,2,11,14/01/2016,2,44.152,,51.39067009,,,19,11,213.2
1,22/01/2016,49,1,10,152,8,2,10,14/01/2016,1,35.644,8.604,36.63235471,27.04,75.86129503,19,8,155
1,22/01/2016,49,1,10,152,8,2,10,14/01/2016,2,38.041,,39.83358033,,,19,8,155
1,22/01/2016,49,1,10,152,8,2,11,14/01/2016,1,36.293,8.746,43.79080386,27.547,75.90168903,19,8,155
1,22/01/2016,49,1,10,152,8,2,11,14/01/2016,2,38.12,,43.11691433,,,19,8,155
1,28/01/2016,49,1,10,247,9,2,9,15/01/2016,1,53.674,17.334,56.41046189,36.34,67.7050341,19,13,251.2
1,28/01/2016,49,1,10,247,9,2,9,15/01/2016,2,51.65,,54.28282363,,,19,13,251.2
1,28/01/2016,49,1,10,247,9,2,10,15/01/2016,1,52.293,16.765,54.82675375,35.528,67.94025969,19,13,251.2
1,28/01/2016,49,1,10,247,9,2,10,15/01/2016,2,49.568,,53.09879895,,,19,13,251.2
1,10/02/2016,49,1,10,500,10,2,9,16/01/2016,1,74.849,36.322,72.72863899,38.527,51.47296557,19,25,
1,10/02/2016,49,1,10,500,10,2,9,16/01/2016,2,53.405,,54.04877365,,,19,25,
1,10/02/2016,49,1,10,500,10,2,10,16/01/2016,1,70.741,33.893,68.71292882,36.848,52.08860491,19,25,
1,10/02/2016,49,1,10,500,10,2,10,16/01/2016,2,72.398,,68.46946137,,,19,25,
1,16/02/2016,49,1,10,600,12,2,9,16/01/2016,1,86.834,44.918,80.72899968,41.916,48.27141442,19,31,604.6
1,16/02/2016,49,1,10,600,12,2,9,16/01/2016,2,88.729,,81.82610612,,,19,31,604.6
1,16/02/2016,49,1,10,600,12,2,10,16/01/2016,1,90.222,47.181,83.12159346,43.041,47.70565937,19,31,604.6
1,16/02/2016,49,1,10,600,12,2,10,16/01/2016,2,88.653,,91.56881212,,,19,31,604.6
1,25/01/2016,49,1,10,209,13,2,9,14/01/2016,1,43.254,11.68,52.09402052,31.574,72.99671707,19,11,213.2
1,25/01/2016,49,1,10,209,13,2,9,14/01/2016,2,42.032,,48.96601475,,,19,11,213.2
1,25/01/2016,49,1,10,209,13,2,10,14/01/2016,1,46.481,12.389,52.12107246,34.092,73.34609841,19,11,213.2
1,25/01/2016,49,1,10,209,13,2,10,14/01/2016,2,42.15,,49.58520359,,,19,11,213.2
1,15/01/2016,49,1,10,57,15,2,10,11/01/2016,1,11.226,2.57,12.78530581,8.656,77.10671655,19,4,57
1,15/01/2016,49,1,10,57,15,2,10,11/01/2016,2,9.073,,12.03116706,,,19,4,57
1,15/01/2016,49,1,10,57,15,2,11,11/01/2016,1,10.202,2.376,13.0617232,7.826,76.71044893,19,4,57
1,15/01/2016,49,1,10,57,15,2,11,11/01/2016,2,8.847,,12.00512774,,,19,4,57
1,17/02/2016,49,1,10,700,16,2,9,12/01/2016,1,86.349,44.443,81.44537512,41.906,48.53096156,19,36,701.9
1,17/02/2016,49,1,10,700,16,2,9,12/01/2016,2,65.958,,63.9207278,,,19,36,701.9
1,17/02/2016,49,1,10,700,16,2,10,12/01/2016,1,82.736,42.785,77.92561719,39.951,48.28732354,19,36,701.9
1,17/02/2016,49,1,10,700,16,2,10,12/01/2016,2,81.37,,77.15814364,,,19,36,701.9
1,18/02/2016,49,1,10,700,17,2,9,13/01/2016,1,75.241,38.195,70.30121508,37.046,49.23645353,19,36,702.9
1,18/02/2016,49,1,10,700,17,2,9,13/01/2016,2,73.876,,71.23781667,,,19,36,702.9
1,18/02/2016,49,1,10,700,17,2,10,13/01/2016,1,74.473,38.967,69.63207084,35.506,47.67633908,19,36,702.9
1,18/02/2016,49,1,10,700,17,2,10,13/01/2016,2,67.873,,65.02419137,,,19,36,702.9
4,17/05/2016,49,8,41,120,984,2,12,12/05/2016,2,28.977,,37.0804075,,,24,5,110.5
4,17/05/2016,49,8,41,120,984,2,12,12/05/2016,1,27.334,5.751,35.63493574,21.583,78.96026926,24,5,110.5
3,25/03/2016,49,6,31,0,643,2,12,25/03/2016,1,8.12,1.56,13.88666239,6.56,80.78817734,29,0,0
3,25/03/2016,49,6,31,0,643,2,13,25/03/2016,1,6.254,1.242,15.42361334,5.012,80.14070995,29,0,0
1,14/01/2016,49,1,10,57,25,2,10,11/01/2016,1,9.679,1.959,13.04404457,7.72,79.76030582,19,3,57
1,14/01/2016,49,1,10,57,25,2,10,11/01/2016,2,4.576,,10.63642193,,,19,3,57
1,14/01/2016,49,1,10,57,25,2,11,11/01/2016,1,10.356,2.143,19.53350433,8.213,79.30668212,19,3,57
1,14/01/2016,49,1,10,57,25,2,11,11/01/2016,2,6.872,,11.7345303,,,19,3,57
1,18/01/2016,49,1,10,95,26,2,9,13/01/2016,1,13.907,3.155,17.770457,10.752,77.31358309,19,5,95
1,18/01/2016,49,1,10,95,26,2,9,13/01/2016,2,16.171,,19.33652421,,,19,5,95
1,18/01/2016,49,1,10,95,26,2,10,13/01/2016,1,14.42,3.348,20.28677855,11.072,76.78224688,19,5,95
1,18/01/2016,49,1,10,95,26,2,10,13/01/2016,2,14.619,,17.88260504,,,19,5,95
1,18/02/2016,49,1,10,700,27,2,9,13/01/2016,1,88.162,50.027,80.84023681,38.135,43.25559765,19,36,702.9
1,18/02/2016,49,1,10,700,27,2,9,13/01/2016,2,91.163,,82.24363662,,,19,36,702.9
1,18/02/2016,49,1,10,700,27,2,10,13/01/2016,1,88.525,48.988,77.49752076,39.537,44.6619599,19,36,702.9
1,18/02/2016,49,1,10,700,27,2,10,13/01/2016,2,90.752,,82.13244648,,,19,36,702.9
1,16/02/2016,49,1,10,600,28,2,9,16/01/2016,1,82.544,40.959,76.73132414,41.585,50.3791917,19,31,604.6
1,16/02/2016,49,1,10,600,28,2,9,16/01/2016,2,87.195,,80.38934755,,,19,31,604.6
1,16/02/2016,49,1,10,600,28,2,10,16/01/2016,1,84.532,41.437,78.2221866,43.095,50.9806937,19,31,604.6
1,16/02/2016,49,1,10,600,28,2,10,16/01/2016,2,81.605,,76.79244149,,,19,31,604.6
1,22/01/2016,49,1,10,152,29,2,10,14/01/2016,1,35.698,8.792,42.19369568,26.906,75.37116925,19,8,155
1,22/01/2016,49,1,10,152,29,2,10,14/01/2016,2,35.48,,39.07157448,,,19,8,155
1,22/01/2016,49,1,10,152,29,2,11,14/01/2016,1,35.856,8.82,42.35190451,27.036,75.40160643,19,8,155
1,22/01/2016,49,1,10,152,29,2,11,14/01/2016,2,35.044,,38.83526255,,,19,8,155
1,14/01/2016,49,2,11,0,245,2,10,14/01/2016,1,5.35,1.241,13.616143,4.109,76.80373832,36,0,0
3,25/03/2016,49,6,31,0,651,2,13,25/03/2016,2,4.616,,14.68419365,,,29,0,0
3,25/03/2016,49,5,30,0,559,2,12,25/03/2016,2,4.475,,15.04388426,,,19,0,0
3,25/03/2016,49,5,30,0,559,2,13,25/03/2016,2,4.463,,15.33243828,,,19,0,0
1,25/01/2016,49,1,10,209,31,2,9,14/01/2016,1,50.142,13.25,57.49238538,36.892,73.57504687,19,11,213.2
1,25/01/2016,49,1,10,209,31,2,9,14/01/2016,2,39.851,,47.08139628,,,19,11,213.2
1,25/01/2016,49,1,10,209,31,2,10,14/01/2016,1,45.456,11.428,48.48909907,34.028,74.85920451,19,11,213.2
1,25/01/2016,49,1,10,209,31,2,10,14/01/2016,2,42.581,,45.90914556,,,19,11,213.2
1,22/01/2016,49,1,10,152,33,2,8,14/01/2016,1,32.905,8.2,39.89766492,24.705,75.07977511,19,8,155
1,22/01/2016,49,1,10,152,33,2,8,14/01/2016,2,29.021,,34.20615212,,,19,8,155
1,22/01/2016,49,1,10,152,33,2,9,14/01/2016,1,30.381,7.435,37.57059318,22.946,75.52746783,19,8,155
1,22/01/2016,49,1,10,152,33,2,9,14/01/2016,2,29.712,,34.59766892,,,19,8,155
1,10/02/2016,49,1,10,500,34,2,9,16/01/2016,1,58.621,23.996,60.07634659,34.625,59.06586377,19,25,
1,10/02/2016,49,1,10,500,34,2,9,16/01/2016,2,55.92,,54.86534146,,,19,25,
1,10/02/2016,49,1,10,500,34,2,10,16/01/2016,1,57.195,25.003,57.04452549,32.192,56.28464027,19,25,
1,10/02/2016,49,1,10,500,34,2,10,16/01/2016,2,56.551,,56.90024848,,,19,25,
1,29/01/2016,49,1,10,266,39,2,10,15/01/2016,1,43.951,13.68,47.57234872,30.271,68.87442834,19,14,270.1
1,29/01/2016,49,1,10,266,39,2,10,15/01/2016,2,46.612,,50.63859199,,,19,14,270.1
1,29/01/2016,49,1,10,266,39,2,11,15/01/2016,1,47.118,14.748,52.64802813,32.37,68.69985993,19,14,270.1
1,29/01/2016,49,1,10,266,39,2,11,15/01/2016,2,46.89,,51.21758207,,,19,14,270.1
1,16/02/2016,49,1,10,600,42,2,10,16/01/2016,1,81.344,41.073,75.82959282,40.271,49.50703187,19,31,604.6
1,16/02/2016,49,1,10,600,42,2,10,16/01/2016,2,84.582,,79.37439885,,,19,31,604.6
1,16/02/2016,49,1,10,600,42,2,11,16/01/2016,1,79.771,39.71,75.25549054,40.061,50.22000476,19,31,604.6
1,16/02/2016,49,1,10,600,42,2,11,16/01/2016,2,79.946,,75.33063482,,,19,31,604.6
1,25/02/2016,49,1,10,800,45,2,10,15/01/2016,1,35.519,29.292,34.31768324,6.227,17.53146203,19,41,807.7
1,25/02/2016,49,1,10,800,45,2,10,15/01/2016,2,28.07,,27.2566088,,,19,41,807.7
1,25/02/2016,49,1,10,800,45,2,11,15/01/2016,1,32.174,27.627,30.16558315,4.547,14.13252937,19,41,807.7
1,25/02/2016,49,1,10,800,45,2,11,15/01/2016,2,37.726,,35.42657945,,,19,41,807.7
1,28/01/2016,49,1,10,247,46,2,10,15/01/2016,1,51.765,14.852,55.60007613,36.913,71.30879938,19,13,251.2
1,28/01/2016,49,1,10,247,46,2,10,15/01/2016,2,47.591,,51.41892636,,,19,13,251.2
1,28/01/2016,49,1,10,247,46,2,11,15/01/2016,1,51.813,14.766,55.24747318,37.047,71.50136066,19,13,251.2
1,28/01/2016,49,1,10,247,46,2,11,15/01/2016,2,47.402,,51.02926004,,,19,13,251.2
5,28/06/2016,49,10,50,0,1201,2,12,28/06/2016,1,4.209,0.778,12.58511929,3.431,81.51579948,19,0,0
1,14/01/2016,49,2,11,0,245,2,9,14/01/2016,1,4.148,0.984,11.51009939,3.164,76.2777242,36,0,0
5,27/06/2016,49,9,51,0,1033,2,12,27/06/2016,1,4.141,0.818,26.55721922,3.323,80.24631732,15,0,0
1,14/01/2016,49,1,10,0,51,2,11,14/01/2016,1,4.041,0.75,6.393275088,3.291,81.44023757,19,0,0
1,10/02/2016,49,1,10,500,53,2,9,16/01/2016,1,55.181,23.882,56.42934434,31.299,56.72061036,19,25,
1,10/02/2016,49,1,10,500,53,2,9,16/01/2016,2,54.423,,54.9685396,,,19,25,
1,10/02/2016,49,1,10,500,53,2,10,16/01/2016,1,58.313,26.115,56.96236775,32.198,55.21581809,19,25,
1,10/02/2016,49,1,10,500,53,2,10,16/01/2016,2,42.392,,43.11478038,,,19,25,
1,29/01/2016,49,1,10,266,55,2,9,15/01/2016,1,47.82,13.875,51.84866121,33.945,70.98494354,19,14,270.1
1,29/01/2016,49,1,10,266,55,2,9,15/01/2016,2,46.536,,50.6626331,,,19,14,270.1
1,29/01/2016,49,1,10,266,55,2,10,15/01/2016,1,47.005,13.706,52.43466327,33.299,70.84139985,19,14,270.1
1,29/01/2016,49,1,10,266,55,2,10,15/01/2016,2,48.515,,53.04570816,,,19,14,270.1
1,10/02/2016,49,1,10,500,57,2,10,16/01/2016,1,66.13,29.851,66.69806028,36.279,54.860124,19,25,
1,10/02/2016,49,1,10,500,57,2,10,16/01/2016,2,67.063,,68.43439404,,,19,25,
1,10/02/2016,49,1,10,500,57,2,11,16/01/2016,1,67.794,30.996,67.66391472,36.798,54.27913975,19,25,
1,10/02/2016,49,1,10,500,57,2,11,16/01/2016,2,67.344,,68.11478038,,,19,25,
1,28/01/2016,49,1,10,247,58,2,10,15/01/2016,1,49.064,14.256,53.99633373,34.808,70.94407305,19,13,251.2
1,28/01/2016,49,1,10,247,58,2,10,15/01/2016,2,48.243,,52.27238578,,,19,13,251.2
1,28/01/2016,49,1,10,247,58,2,11,15/01/2016,1,50.346,15.306,53.57761773,35.04,69.59837922,19,13,251.2
1,28/01/2016,49,1,10,247,58,2,11,15/01/2016,2,47.585,,50.81188833,,,19,13,251.2
1,28/01/2016,49,1,10,304,59,2,8,12/01/2016,1,60.398,18.413,62.64512316,41.985,69.51389119,19,16,308.8
1,28/01/2016,49,1,10,304,59,2,8,12/01/2016,2,56.767,,61.11150067,,,19,16,308.8
1,28/01/2016,49,1,10,304,59,2,9,12/01/2016,1,58.584,18.801,62.03007142,39.783,67.90761983,19,16,308.8
1,28/01/2016,49,1,10,304,59,2,9,12/01/2016,2,58.731,,60.77492512,,,19,16,308.8
1,25/02/2016,49,1,10,800,60,2,10,15/01/2016,1,38.841,32.873,35.94246161,5.968,15.36520687,19,41,807.7
1,25/02/2016,49,1,10,800,60,2,10,15/01/2016,2,37.529,,35.62992718,,,19,41,807.7
1,25/02/2016,49,1,10,800,60,2,11,15/01/2016,1,39.451,34.03,35.75213615,5.421,13.74109655,19,41,807.7
1,25/02/2016,49,1,10,800,60,2,11,15/01/2016,2,36.028,,34.62721253,,,19,41,807.7
1,25/01/2016,49,1,10,209,61,2,10,14/01/2016,1,45.47,12.045,51.20831997,33.425,73.5100066,19,11,213.2
1,25/01/2016,49,1,10,209,61,2,10,14/01/2016,2,46.114,,53.05586727,,,19,11,213.2
1,25/01/2016,49,1,10,209,61,2,11,14/01/2016,1,48.126,12.674,52.86750561,35.452,73.66496281,19,11,213.2
1,25/01/2016,49,1,10,209,61,2,11,14/01/2016,2,43.404,,50.44084643,,,19,11,213.2
1,16/02/2016,49,1,10,600,62,2,9,16/01/2016,1,87.871,46.765,81.46741744,41.106,46.77993877,19,31,604.6
1,16/02/2016,49,1,10,600,62,2,9,16/01/2016,2,87.091,,80.28514748,,,19,31,604.6
1,16/02/2016,49,1,10,600,62,2,10,16/01/2016,1,89.544,48.28,82.04151972,41.264,46.08237291,19,31,604.6
1,16/02/2016,49,1,10,600,62,2,10,16/01/2016,2,89.371,,91.48665438,,,19,31,604.6
1,02/02/2016,49,1,10,400,63,2,8,12/01/2016,1,62.002,26.255,63.96481244,35.747,57.65459179,19,21,403.8
1,02/02/2016,49,1,10,400,63,2,8,12/01/2016,2,59.155,,60.21060436,,,19,21,403.8
1,02/02/2016,49,1,10,400,63,2,9,12/01/2016,1,59.515,24.597,60.77168163,34.918,58.6709233,19,21,403.8
1,02/02/2016,49,1,10,400,63,2,9,12/01/2016,2,62.394,,63.85660468,,,19,21,403.8
1,29/01/2016,49,1,10,266,64,2,8,15/01/2016,1,54.606,18.757,56.34234541,35.849,65.65029484,19,14,270.1
1,29/01/2016,49,1,10,266,64,2,8,15/01/2016,2,54.396,,58.13541155,,,19,14,270.1
1,29/01/2016,49,1,10,266,64,2,9,15/01/2016,1,56.917,18.669,59.75918821,38.248,67.19960644,19,14,270.1
1,29/01/2016,49,1,10,266,64,2,9,15/01/2016,2,54.432,,58.37181581,,,19,14,270.1
1,18/01/2016,49,1,10,95,65,2,9,13/01/2016,1,18.075,4.288,21.54343734,13.787,76.27662517,19,5,95
1,18/01/2016,49,1,10,95,65,2,9,13/01/2016,2,15.85,,19.61589298,,,19,5,95
1,18/01/2016,49,1,10,95,65,2,10,13/01/2016,1,17.075,4.054,20.64224777,13.021,76.25768668,19,5,95
1,18/01/2016,49,1,10,95,65,2,10,13/01/2016,2,15.803,,19.36856651,,,19,5,95
1,17/02/2016,49,1,10,700,73,2,9,12/01/2016,1,80.615,42.681,75.60015229,37.934,47.05575885,19,36,701.9
1,17/02/2016,49,1,10,700,73,2,9,12/01/2016,2,67.814,,64.377605,,,19,36,701.9
1,17/02/2016,49,1,10,700,73,2,10,12/01/2016,1,69.827,37.972,66.69505451,31.855,45.61988916,19,36,701.9
1,17/02/2016,49,1,10,700,73,2,10,12/01/2016,2,72.733,,69.8070295,,,19,36,701.9
1,28/01/2016,49,1,10,247,75,2,9,15/01/2016,1,53.863,16.567,56.49961434,37.296,69.24233704,19,13,251.2
1,28/01/2016,49,1,10,247,75,2,9,15/01/2016,2,51.057,,53.0877801,,,19,13,251.2
1,28/01/2016,49,1,10,247,75,2,10,15/01/2016,1,52.1,15.161,56.03582125,36.939,70.90019194,19,13,251.2
1,28/01/2016,49,1,10,247,75,2,10,15/01/2016,2,53.087,,55.62211382,,,19,13,251.2
1,22/01/2016,49,1,10,152,77,2,10,14/01/2016,1,31.541,7.805,35.628029,23.736,75.25443074,19,8,155
1,22/01/2016,49,1,10,152,77,2,10,14/01/2016,2,32.391,,35.57796291,,,19,8,155
1,22/01/2016,49,1,10,152,77,2,11,14/01/2016,1,34.876,8.865,40.46941963,26.011,74.58137401,19,8,155
1,22/01/2016,49,1,10,152,77,2,11,14/01/2016,2,31.968,,37.35731165,,,19,8,155
1,16/02/2016,49,1,10,600,78,2,9,16/01/2016,1,87.639,41.834,80.93439404,45.805,52.26554388,19,31,604.6
1,16/02/2016,49,1,10,600,78,2,9,16/01/2016,2,86.99,,81.18587688,,,19,31,604.6
1,16/02/2016,49,1,10,600,78,2,10,16/01/2016,1,90.377,44.954,83.97823822,45.423,50.25946867,19,31,604.6
1,16/02/2016,49,1,10,600,78,2,10,16/01/2016,2,85.177,,78.96861975,,,19,31,604.6
1,18/01/2016,49,1,10,95,79,2,9,13/01/2016,1,19.74,4.817,24.91288501,14.923,75.59777102,19,5,95
1,18/01/2016,49,1,10,95,79,2,9,13/01/2016,2,17.832,,22.10117355,,,19,5,95
1,18/01/2016,49,1,10,95,79,2,10,13/01/2016,1,17.782,4.179,21.35018224,13.603,76.49870656,19,5,95
1,18/01/2016,49,1,10,95,79,2,10,13/01/2016,2,18.199,,21.56746906,,,19,5,95
1,15/01/2016,49,1,10,57,81,2,9,11/01/2016,1,10.322,2.193,16.18644153,8.129,78.75411742,19,4,57
1,15/01/2016,49,1,10,57,81,2,9,11/01/2016,2,7.603,,12.16136366,,,19,4,57
1,15/01/2016,49,1,10,57,81,2,10,11/01/2016,1,11.203,2.441,14.66514437,8.762,78.21119343,19,4,57
1,15/01/2016,49,1,10,57,81,2,10,11/01/2016,2,7.184,,10.74021773,,,19,4,57
1,28/01/2016,49,1,10,304,82,2,8,12/01/2016,1,53.146,17.431,57.48429815,35.715,67.20167087,19,16,308.8
1,28/01/2016,49,1,10,304,82,2,8,12/01/2016,2,51.64,,54.57332038,,,19,16,308.8
1,28/01/2016,49,1,10,304,82,2,9,12/01/2016,1,56.824,18.513,59.46568632,38.311,67.42045615,19,16,308.8
1,28/01/2016,49,1,10,304,82,2,9,12/01/2016,2,51.473,,54.60637691,,,19,16,308.8
1,14/01/2016,49,2,11,0,256,2,9,14/01/2016,1,4.03,0.987,12.09321898,3.043,75.50868486,36,0,0
1,14/01/2016,49,1,10,0,30,2,10,14/01/2016,2,3.923,,8.379087849,,,19,0,0
4,11/05/2016,49,8,41,0,898,2,14,11/05/2016,1,3.792,0.783,11.45651695,3.009,79.35126582,24,0,0
5,28/06/2016,49,10,50,0,1267,2,13,28/06/2016,1,3.791,0.745,11.06275009,3.046,80.34819309,19,0,0
1,25/01/2016,49,1,10,209,85,2,10,14/01/2016,1,41.475,10.451,47.00525008,31.024,74.80168776,19,11,213.2
1,25/01/2016,49,1,10,209,85,2,10,14/01/2016,2,40.015,,45.8430186,,,19,11,213.2
1,25/01/2016,49,1,10,209,85,2,11,14/01/2016,1,44.064,11.323,50.10019237,32.741,74.30328613,19,11,213.2
1,25/01/2016,49,1,10,209,85,2,11,14/01/2016,2,41.167,,47.39800417,,,19,11,213.2
1,10/02/2016,49,1,10,500,87,2,9,16/01/2016,1,79.989,35.122,77.87852677,44.867,56.09146258,19,25,
1,10/02/2016,49,1,10,500,87,2,9,16/01/2016,2,74.873,,73.55422411,,,19,25,
1,10/02/2016,49,1,10,500,87,2,10,16/01/2016,1,75.726,32.583,74.20848028,43.143,56.97250614,19,25,
1,10/02/2016,49,1,10,500,87,2,10,16/01/2016,2,72.692,,71.97018275,,,19,25,
1,29/01/2016,49,1,10,266,89,2,9,15/01/2016,1,56.366,16.989,61.41101283,39.377,69.85948976,19,14,270.1
1,29/01/2016,49,1,10,266,89,2,9,15/01/2016,2,55.391,,58.63125945,,,19,14,270.1
1,29/01/2016,49,1,10,266,89,2,10,15/01/2016,1,55.013,16.6,59.05398231,38.413,69.82531402,19,14,270.1
1,29/01/2016,49,1,10,266,89,2,10,15/01/2016,2,55.439,,59.28036943,,,19,14,270.1
1,25/02/2016,49,1,10,800,90,2,10,15/01/2016,1,53.248,42.298,50.27396849,10.95,20.56415264,19,41,807.7
1,25/02/2016,49,1,10,800,90,2,10,15/01/2016,2,49.552,,47.47317914,,,19,41,807.7
1,25/02/2016,49,1,10,800,90,2,11,15/01/2016,1,46.72,38.072,43.93512907,8.648,18.51027397,19,41,807.7
1,25/02/2016,49,1,10,800,90,2,11,15/01/2016,2,51.271,,47.99306815,,,19,41,807.7
1,14/01/2016,49,1,10,57,93,2,8,11/01/2016,1,10.952,2.457,12.91680026,8.495,77.56574142,19,3,57
1,14/01/2016,49,1,10,57,93,2,8,11/01/2016,2,8.494,,14.16118948,,,19,3,57
1,14/01/2016,49,1,10,57,93,2,9,11/01/2016,1,11.888,2.674,16.55979481,9.214,77.50672948,19,3,57
1,14/01/2016,49,1,10,57,93,2,9,11/01/2016,2,8.839,,14.20627605,,,19,3,57
1,02/02/2016,49,1,10,400,95,2,8,12/01/2016,1,57.21,23.721,60.76667201,33.489,58.53696906,19,21,403.8
1,02/02/2016,49,1,10,400,95,2,8,12/01/2016,2,57.263,,58.31496473,,,19,21,403.8
1,02/02/2016,49,1,10,400,95,2,9,12/01/2016,1,53.921,22.499,56.56961366,31.422,58.2741418,19,21,403.8
1,02/02/2016,49,1,10,400,95,2,9,12/01/2016,2,56.835,,58.28691087,,,19,21,403.8
1,25/02/2016,49,1,10,800,96,2,10,15/01/2016,1,42.583,36.416,40.39207044,6.167,14.48230515,19,41,807.7
1,25/02/2016,49,1,10,800,96,2,10,15/01/2016,2,42.264,,41.27457953,,,19,41,807.7
1,25/02/2016,49,1,10,800,96,2,11,15/01/2016,1,48.683,40.671,47.00337577,8.012,16.45749029,19,41,807.7
1,25/02/2016,49,1,10,800,96,2,11,15/01/2016,2,44.404,,42.21618968,,,19,41,807.7
1,17/02/2016,49,1,10,700,97,2,7,12/01/2016,1,81.153,38.263,76.74034146,42.89,52.85078802,19,36,701.9
1,17/02/2016,49,1,10,700,97,2,7,12/01/2016,2,80.662,,75.94781981,,,19,36,701.9
1,17/02/2016,49,1,10,700,97,2,8,12/01/2016,1,86.353,45.903,80.8482286,40.45,46.84261114,19,36,701.9
1,17/02/2016,49,1,10,700,97,2,8,12/01/2016,2,71.343,,67.61281661,,,19,36,701.9
1,18/01/2016,49,1,10,95,98,2,9,13/01/2016,1,17.028,4.21,19.89426042,12.818,75.27601597,19,5,95
1,18/01/2016,49,1,10,95,98,2,9,13/01/2016,2,14.66,,18.8248488,,,19,5,95
1,18/01/2016,49,1,10,95,98,2,10,13/01/2016,1,18.01,4.491,23.38086274,13.519,75.06385342,19,5,95
1,18/01/2016,49,1,10,95,98,2,10,13/01/2016,2,14.994,,18.95902591,,,19,5,95
1,28/01/2016,49,1,10,247,99,2,9,15/01/2016,1,48.323,14.626,50.74978213,33.697,69.73283944,19,13,251.2
1,28/01/2016,49,1,10,247,99,2,9,15/01/2016,2,44.808,,47.82978894,,,19,13,251.2
1,28/01/2016,49,1,10,247,99,2,10,15/01/2016,1,48.708,14.353,51.63629807,34.355,70.53256139,19,13,251.2
1,28/01/2016,49,1,10,247,99,2,10,15/01/2016,2,49.525,,52.25435495,,,19,13,251.2
1,28/01/2016,49,1,10,304,101,2,9,12/01/2016,1,54.365,18.898,57.4031594,35.467,65.23866458,19,16,308.8
1,28/01/2016,49,1,10,304,101,2,9,12/01/2016,2,52.426,,54.35895381,,,19,16,308.8
1,28/01/2016,49,1,10,304,101,2,10,12/01/2016,1,54.648,19.908,58.18750063,34.74,63.57048748,19,16,308.8
1,28/01/2016,49,1,10,304,101,2,10,12/01/2016,2,53.672,,54.70554648,,,19,16,308.8
1,29/01/2016,49,1,10,266,102,2,8,15/01/2016,1,60.147,19.177,63.49557744,40.97,68.11644804,19,14,270.1
1,29/01/2016,49,1,10,266,102,2,8,15/01/2016,2,62.963,,67.41828527,,,19,14,270.1
1,29/01/2016,49,1,10,266,102,2,9,15/01/2016,1,62.706,20.768,67.16084505,41.938,66.88036233,19,14,270.1
1,29/01/2016,49,1,10,266,102,2,9,15/01/2016,2,63.707,,67.76287452,,,19,14,270.1
1,02/02/2016,49,1,10,400,103,2,8,12/01/2016,1,63.157,26.069,64.22030298,37.088,58.72349858,19,21,403.8
1,02/02/2016,49,1,10,400,103,2,8,12/01/2016,2,62.356,,64.01891632,,,19,21,403.8
1,02/02/2016,49,1,10,400,103,2,9,12/01/2016,1,66.035,27.547,66.80326226,38.488,58.2842432,19,21,403.8
1,02/02/2016,49,1,10,400,103,2,9,12/01/2016,2,63.675,,64.93968419,,,19,21,403.8
